SKU,Category,Subcategory, Innovation,Feb_1,Mar_1,Apr_1,May_1,Jun_1,Jul_1,Aug_1,Sep_1,Oct_1,Nov_1,Dec_1,Jan_2,Feb_2,Mar_2,Apr_2,May_2,Jun_2,Jul_2,Aug_2,Sep_2,Oct_2,Nov_2,Dec_2,Jan_3,Feb_3,Mar_3,Apr_3,May_3,Jun_3
874,BPC,HABL,0,4185,49784,3326,7120,4091,7598,5066,10099,14813,6993,9598,9120,10891,14083,7599,26045,6931,9502,12721,21168,3773,11604,12407,7761,13947,9826,23462,4368,7303
875,BPC,HABL,0,5386,49562,6042,1338,2665,10,6388,4218,9472,7813,6211,10515,4819,12256,7978,22886,5759,7507,10761,12441,5799,9688,11019,9820,8865,6432,24061,9211,7243
876,BPC,DEOS,0,59278,71920,85108,114677,113780,172897,108132,104128,118536,97986,74331,105881,82133,144591,93814,108264,105322,149733,105759,126690,133300,96197,109761,95803,102658,83030,128655,86586,86780
877,BPC,HABL,0,37605,112067,16110,34608,18482,6820,11361,8674,9265,6592,15769,10813,5073,22396,13404,12163,10943,4581,9310,8244,4915,8163,7378,5924,7995,7184,8409,6894,7065
878,BPC,HABL,0,28298,67534,19914,18790,11059,6643,5791,13827,6149,8659,9419,10399,6443,15771,11308,8235,17125,5123,9436,5014,10362,3824,7404,4130,5118,9575,2748,4471,2330
879,BPC,HAIR CARE,0,36597,96520,22266,26199,14921,12299,13395,10839,12182,7187,9246,8845,6524,12981,17206,13245,16294,13792,19309,14767,19636,9087,11259,7824,13495,14946,10811,13986,17259
880,BPC,SKIN CLEANSING,0,50919,55085,58326,57896,32330,74438,68410,63591,60877,60555,92546,75691,26880,44015,59386,58206,51090,67654,79325,58830,54688,57741,65185,38386,34454,49069,35961,58785,35429
881,BPC,SKIN CLEANSING,0,115463,35865,125584,66781,178909,119283,97691,116510,117290,99618,107656,115089,84357,117805,86520,124241,124787,96995,90353,119827,111608,112452,79527,69490,90618,125471,98874,141253,105223
882,Refreshments,TEA,0,101385,140660,184115,180021,115472,122337,186948,223671,119600,224456,238538,367987,81403,97427,136505,174213,119950,125101,133664,201447,116285,165603,182179,177898,180137,137386,184766,163299,161467
883,FOODS,DRESSINGS,0,46946,53260,53348,60030,54002,81610,60683,51406,61059,69532,53320,54927,45712,75000,87767,82573,79589,88358,110225,56830,85215,55920,43192,81865,46789,92786,101870,73070,120462
884,FOODS,DRESSINGS,0,7354,9222,9136,3309,16711,18939,14083,18200,26295,21105,17979,26237,18480,21762,19157,23612,18908,36212,41554,27451,20825,35181,29370,25130,47631,40015,53277,39146,51585
885,BPC,SKIN CLEANSING,0,126518,49391,147729,119803,178166,88515,110224,106525,129386,103083,122027,102690,88520,108828,93764,114060,133928,89743,101672,128095,120731,105288,74596,54687,60235,96212,58300,74831,68402
886,BPC,SKIN CLEANSING,0,106906,28975,30960,46595,49003,52015,38161,73381,45453,63647,53289,44816,37130,46561,61419,49071,48179,67370,56243,54960,54786,52433,30070,19435,22944,27071,10468,13916,16616
887,BPC,HAIR CARE,0,38452,13864,36608,49845,60011,44145,43785,39384,38372,50105,64863,54377,45895,25105,74194,36939,54322,44097,23327,36670,37048,43670,40749,35951,42076,41516,52861,54241,66564
888,BPC,HAIR CARE,0,31240,12212,30544,37423,54308,35213,40404,26685,32653,44298,46885,39078,44205,23835,63154,28458,37486,36447,26358,20013,32326,37532,26966,33185,34996,33852,42000,41491,46832
889,BPC,HAIR CARE,0,306,662,484,4043,4043,425,6059,2026,2263,2204,5703,2204,4161,4043,37394,18877,8196,16266,15256,7841,8672,8969,19293,14544,10394,17037,17276,12824,15734
890,BPC,HAIR CARE,0,39611,39077,82285,88052,72611,77420,44857,88125,70992,46900,51084,56115,62011,63279,52124,68778,13511,38226,82103,35523,79161,48159,58779,39698,51763,73725,49502,45819,47248
891,BPC,HAIR CARE,0,37101,28542,42963,61636,44298,55703,33497,51831,34828,27355,39533,31126,38792,38538,39169,37418,41437,31255,35643,44395,30129,30640,32321,28961,39718,54703,39388,29924,25672
892,Refreshments,ICE CREAM,0,189533,347129,527809,553331,837626,651485,491983,329815,236966,81343,182026,135282,181453,376132,461858,697094,803366,814051,285647,223878,89289,38548,9737,346054,95968,539261,590203,325621,569845
893,Refreshments,ICE CREAM,0,165213,298175,475776,551178,736521,728753,507407,285827,175716,78237,142468,90575,163241,418823,296201,656180,536808,350765,182810,32726,204224,15202,307624,95087,315870,177804,413990,413761,415032
894,Refreshments,ICE CREAM,0,113253,281650,378676,496950,821042,569982,507149,187752,134149,79685,91751,91137,116922,313182,291516,219723,321506,376331,110377,5935,2744,179696,77123,14257,1902,1104,1879,3886,3931
895,Refreshments,ICE CREAM,0,66669,163852,187462,270614,366617,306759,152185,150760,71970,19493,37831,55830,73491,172221,163570,390156,426624,438217,275787,116921,35858,54256,38111,92361,60687,174380,248006,278999,278999
896,Refreshments,ICE CREAM,0,125913,127884,228172,246555,252883,407683,351706,211157,226350,167742,222583,153113,174286,244201,254135,233401,328532,326297,259464,195207,179580,142031,174275,140205,133650,198290,318984,325496,268286
897,Refreshments,ICE CREAM,0,153391,102274,112275,194329,156147,239450,344564,114458,151231,102356,115113,71308,96650,136931,164678,187819,143461,366771,147833,86277,114535,75902,73667,71742,97403,121765,300931,176987,223296
898,BPC,SKIN CLEANSING,0,56109,122460,75215,20042,41809,78615,54567,30000,27625,40468,36160,14912,26214,51418,48356,31547,16299,77140,68289,9687,24878,36967,27309,22458,18465,42675,29387,25356,20260
899,BPC,SKIN CLEANSING,0,109290,193676,202522,92213,112794,176584,144601,95258,85194,132328,91154,48531,61850,133161,98356,90099,64527,100124,128170,73276,73198,91554,54294,31233,36551,66778,58894,41968,34589
900,BPC,HAIR CARE,0,26714,26792,38638,44157,34898,37553,41450,36133,31232,41550,48083,57026,12619,60522,56270,46733,50737,46576,37131,38156,38989,52751,35513,47210,29910,41266,48644,51651,54357
901,BPC,HAIR CARE,0,34706,22761,45518,35173,43177,27946,45180,36566,36512,47722,56342,30839,57621,66712,50926,45010,55618,40997,49879,40854,41083,67969,32218,50879,46804,44187,49093,62195,59641
902,BPC,HAIR CARE,0,90527,75253,67649,75956,74195,81064,92945,82711,84332,111094,82967,87299,85778,79033,77120,76313,86486,79424,62854,86909,74773,76191,68559,67274,65879,71638,72628,97590,85998
903,BPC,HAIR CARE,0,83225,60201,57927,65040,67366,52456,75326,66514,72989,82701,72725,78217,64323,66226,64313,62432,66394,60033,53100,65976,57456,51863,58547,54428,53903,63065,61129,66640,70230
904,BPC,DEOS,0,93877,93960,92592,78074,91380,118268,105830,83514,61817,69644,69404,64771,81431,117399,113476,131955,142045,88474,215951,9341,180647,139292,101836,137643,116099,128543,122897,155443,136686
905,BPC,HAIR CARE,0,52179,40136,45353,82823,82265,47208,65592,69440,70301,55172,71710,54513,66055,40399,51467,80737,57292,76718,73641,94068,83952,57787,66455,65603,66855,34785,53212,48508,63252
906,BPC,HAIR CARE,0,128495,95245,136249,140904,112148,143279,131386,104125,106643,72773,97631,92850,114355,104378,103794,128085,73387,198656,113705,142767,160531,88749,90690,121795,125552,109657,118731,172159,170460
907,BPC,HAIR CARE,0,107669,59765,100814,89588,72177,100613,63424,71575,64573,52562,60264,52738,80133,95625,70258,71672,78205,93271,43974,137628,77846,81574,59592,68954,75784,52684,75147,97482,91929
908,BPC,HAIR CARE,0,111792,91462,129955,124035,116903,116507,114286,101449,105518,98416,119378,94622,114738,128319,104925,136029,74040,132838,123311,153699,119976,113041,69274,117563,117125,83284,112065,139732,147713
909,BPC,HAIR CARE,0,8775,13321,9494,8504,8699,8820,12057,12377,28295,3524,16682,11900,19360,14509,15573,10,31014,37932,20110,25919,32835,14658,21834,12009,26599,22139,16445,16053,24742
910,BPC,HAIR CARE,0,123302,68025,98156,105435,79369,88744,105717,110510,99803,68804,93603,81946,152982,147334,93415,144837,110050,149833,137083,148231,134222,127090,96272,115645,157171,90892,105743,141728,134464
911,BPC,HAIR CARE,0,70373,57312,80082,81786,72417,64968,39673,85090,59999,57879,66716,59262,69400,71929,61544,56958,76436,75107,61717,72178,81252,71472,39110,64251,62578,55558,61180,86287,82073
912,BPC,HAIR CARE,0,78231,48618,92721,94033,75938,56444,79754,68127,62482,59348,51415,56471,80020,91902,58219,93901,69718,94335,87015,102517,101064,90895,69598,78366,108707,54715,76845,103979,82703
913,BPC,HAIR CARE,0,37416,17314,27447,27212,31244,26563,18537,23002,30087,25546,33173,29689,22948,27542,22174,23222,25858,25490,16958,21755,18481,30944,14357,22136,23366,17540,32869,32870,35175
914,BPC,HAIR CARE,0,22701,14262,19895,27158,26795,21115,21497,16012,21025,29577,17213,38945,22568,21098,27767,19225,21392,24439,18138,19958,19190,28783,15013,17739,18137,14580,25295,23071,28490
915,Refreshments,ICE CREAM,0,125195,166889,119765,195799,250561,210830,119742,97738,33254,23740,50992,47988,37671,73884,59627,93980,135414,132252,132476,31850,18909,24244,18234,21240,21290,13629,58619,31855,40382
916,Refreshments,ICE CREAM,0,218245,381663,385600,856243,915165,516984,460859,302330,125671,154230,219683,147624,268813,351238,488657,703844,841639,585220,563380,268443,157839,231137,249412,225699,207220,359535,684147,639505,761513
917,BPC,HAIR CARE,0,34688,22679,15168,35978,25791,22408,23195,25620,34990,19134,30792,29984,25254,29664,27024,34235,17838,12587,40019,24350,41606,29140,31591,31059,37809,51259,35518,29123,39063
918,BPC,HAIR CARE,0,6582,5519,2796,266,1931,1484,4847,10166,9751,5969,8854,6034,715,6963,4112,7507,2702,7090,6482,2284,7059,6995,6930,2060,1259,5969,1323,683,2638
919,BPC,HAIR CARE,0,7965,6683,2649,609,649,289,1089,5442,13712,2448,9400,7882,1808,10757,3566,8999,3966,7000,6885,5127,6002,8240,8400,5043,4767,4885,383,809,769
920,BPC,DEOS,0,30306,28056,45861,35104,55203,37361,42267,33249,35281,28710,44992,11938,28867,26825,35405,34381,43814,25618,40545,25402,42827,31461,40773,26602,25796,45227,27911,47200,56619
921,Refreshments,ICE CREAM,0,115677,233209,190633,201185,225425,150224,148955,137594,201539,122234,129929,114386,123844,113770,136257,162151,138191,108814,133534,113797,112848,117465,90710,91272,119333,132426,131744,174740,166004
922,BPC,HAIR CARE,0,46438,58659,67432,59788,72264,52435,57017,60192,59283,44624,49527,38662,71480,37420,61223,38864,37860,64022,44370,34831,73949,50370,56790,51395,60111,33156,46929,47402,62028
923,Refreshments,ICE CREAM,0,10,1110,1110,927,1844,1844,1990,340,10,10,83,10,89,684,1597,1002,1994,2986,1279,882,208,89,49,49,49,129,1994,1002,1002
924,Refreshments,ICE CREAM,0,927,927,927,1844,927,2761,2761,1110,743,193,46,10,89,1081,1002,1994,2986,2986,2311,1081,406,89,168,49,49,327,1994,1994,2986
925,HHC,HOUSEHOLD CARE,0,10,116505,33109,10085,9186,14597,15650,49322,52578,12414,3837,17799,42513,5320,9337,19339,17916,41325,46676,30324,7899,46366,19444,47767,39556,26484,27438,9692,26329
926,HHC,HOUSEHOLD CARE,0,10,97258,15037,9068,5632,12700,28274,32869,26712,11922,4892,17416,46543,13206,12819,22491,8004,82296,68248,38847,60755,30264,2314,115088,43730,82855,29127,28582,43951
927,HHC,HOUSEHOLD CARE,0,10,11240,56703,16314,15631,19665,17844,38772,43332,7211,10845,12990,20584,11316,11745,29661,10277,28686,24798,24285,38176,17727,5193,28905,11049,19103,20859,11065,22630
928,Refreshments,ICE CREAM,0,583826,714076,629013,601471,920947,991011,1057347,653275,718011,609827,723338,445434,421573,773434,768918,770301,884274,1234663,754398,568660,810616,500071,706394,407325,432193,587851,1133434,842969,884611
929,BPC,HAIR CARE,0,2170,17802,23250,20382,19368,23116,21550,28583,11651,24769,25210,26952,18486,18376,18309,19037,21374,23689,20757,23336,18023,19214,22299,18066,22850,17621,16171,16259,15355
930,BPC,HAIR CARE,0,3162,30129,41109,34847,35730,41131,41241,46297,42233,48825,40909,33302,36875,34935,36346,36478,42674,47788,39410,33192,42674,39029,39249,34832,40799,37934,33082,33348,33964
931,BPC,HAIR CARE,0,2611,19301,32729,26467,25143,35726,29773,39694,29773,26709,32418,32417,20491,25143,21175,21174,25804,29795,29112,27127,19852,21836,27788,23158,22497,21835,19190,17867,19851
932,BPC,HAIR CARE,0,6513,33391,41967,46531,26049,54888,48030,45868,48956,51491,54025,43190,38638,43692,36389,39476,48735,55811,44327,54356,35286,47846,45647,43884,55900,31648,39364,35241,38835
933,BPC,SKIN CLEANSING,0,382874,224446,362435,434759,502752,424160,477833,346465,456853,532155,496243,382183,417642,272381,376306,452648,424441,431598,351516,467261,487007,366397,425338,313584,301555,339518,392602,340380,432871
934,BPC,SKIN CLEANSING,0,347460,286061,426931,530232,312414,360556,361669,406324,343441,366487,373903,536171,309511,442480,371917,484291,371059,393957,357152,411482,346609,460384,249639,391282,402923,484909,348237,581040,445192
935,BPC,SKIN CLEANSING,0,176013,299131,210204,202616,164065,217192,263667,216824,190619,218752,232257,138452,135250,264895,183113,170093,175917,200154,335913,188926,224846,280134,205859,106940,229952,175870,132907,157699,104923
936,BPC,SKIN CLEANSING,0,229363,186495,185726,216715,218208,228376,144613,180488,143117,143820,125214,225773,173914,222163,207172,187890,211383,261046,162435,271524,178544,135279,138182,159671,236806,251957,181619,173908,214746
937,Refreshments,ICE CREAM,0,239314,639530,400960,612023,705979,654962,376076,599454,269275,106887,367496,189696,266887,478881,369701,659710,655674,823204,357602,315200,224393,281906,380905,181312,218887,362698,503467,570633,606270
938,Refreshments,ICE CREAM,0,79774,102153,90607,115027,178072,132490,125949,97217,91865,74965,85028,64566,69942,96220,96221,134352,174798,144158,121035,74131,70025,75911,65627,69669,54601,85609,135536,130916,165410
939,Refreshments,ICE CREAM,0,142109,192930,183597,176708,334987,212004,267700,201993,211200,162644,189306,170333,180333,248641,247626,265284,342911,351320,311692,201632,213053,151259,169350,126798,151368,235751,305969,384829,303375
940,Refreshments,ICE CREAM,0,180542,213608,194062,204995,339355,279619,300382,179610,180688,136194,214931,112995,167915,249990,257346,259652,300277,333418,267196,170984,193547,138240,124196,128641,153197,191638,307050,267049,269348
941,Refreshments,ICE CREAM,0,236838,307238,254399,298552,372808,308201,324009,224459,261973,210997,298327,145755,174822,299525,308904,285925,385529,401757,300423,210916,264530,184555,210597,167411,183860,245294,352955,358098,369111
942,BPC,DEOS,0,10,10,10,10,10,10,10,10,10,10,10,59191,31159,49335,55822,20512,65379,30762,48987,56019,33486,38885,53592,41064,23174,28781,27940,32644,10706
943,BPC,SKIN CLEANSING,0,47294,132550,13730,50124,22940,25652,38995,30671,13350,34706,10819,16718,11168,23375,15778,14307,25746,26168,23886,21323,5895,11307,8695,12351,20744,16998,23404,21689,15718
944,BPC,DEOS,0,10,10,10,10,10,10,10,10,10,10,10,17856,3925,16080,14396,10481,17355,13622,16809,18766,16385,18721,23633,41621,31090,36411,41161,31459,62760
945,BPC,SKIN CLEANSING,0,10,10,10,10,10,10,10,10,10,10,10,39294,138592,54584,32349,55318,42720,48648,37950,55707,41913,37534,36071,23880,43940,30288,42032,21904,35161
946,Refreshments,ICE CREAM,0,460907,1071653,737089,1149124,1205934,1079564,858735,1184357,552378,408681,895608,441042,576772,928192,738586,1135491,1174231,1054977,999022,537900,571697,511502,1009967,340074,379672,690411,1086827,1090631,1101645
947,Refreshments,ICE CREAM,0,416186,1160262,788141,1261304,1444723,1164292,879639,1235388,590969,339464,939705,508132,484826,1053376,727632,1162169,1197504,1403143,908144,471322,580916,490359,985548,401336,471978,655338,1112778,1244788,1072569
948,Refreshments,ICE CREAM,0,315436,591913,410554,617685,720084,649853,408103,552750,209206,179188,402134,188445,273193,485097,424119,575826,655472,532695,556161,257183,218143,258844,394151,161376,173905,355627,526594,516197,497642
949,Refreshments,ICE CREAM,0,298089,506448,298161,512364,584723,571291,222150,657529,197731,191846,344307,162906,229462,454344,312279,479875,535284,494140,509626,267740,215436,245954,406033,126044,144720,316228,445446,504685,492328
950,Refreshments,ICE CREAM,0,232462,532677,306389,526528,507667,499181,385344,471955,191077,143179,326883,186106,221040,437052,345329,369675,662711,555048,390195,284801,143580,197700,337702,175300,197212,312474,476850,487625,485381
951,Refreshments,ICE CREAM,0,267997,646531,404206,675519,723480,760183,474797,669051,288036,152219,413115,212176,236250,585761,461325,720892,662590,696577,576828,349980,261676,299295,442463,207076,262994,382427,600357,603432,648769
952,Refreshments,ICE CREAM,0,117842,329655,112343,279943,165633,287149,160721,319875,65991,72675,147043,54506,96152,232608,165166,251674,235673,212038,308706,81285,68153,126410,163345,29917,73016,133326,195382,187595,197950
953,Refreshments,ICE CREAM,0,260382,618836,391215,704750,809283,737300,451921,666706,265727,149351,388983,197938,253433,554986,343615,672937,645534,595648,680465,266469,257801,289495,415468,185267,134226,368605,540641,575797,636854
954,Refreshments,ICE CREAM,0,30636,138043,82216,166248,98459,94043,56813,113751,113677,52497,79467,46691,74381,122509,49203,183717,114535,263383,49206,6650,105021,52557,41748,80952,87797,96243,113774,171870,203410
955,Refreshments,ICE CREAM,0,292237,386835,339565,369679,507983,603499,536685,313483,285067,227234,318690,201092,232912,454702,434007,314936,477284,654624,333818,280651,300926,184140,295332,203282,241891,302089,627551,424880,523351
956,Refreshments,ICE CREAM,0,502528,683574,663536,630947,908082,944517,1025078,581614,718076,552409,720531,385714,426897,713691,735207,726380,858983,1189381,619478,563482,796908,408914,622497,381922,401094,567427,1043258,787028,831682
957,Refreshments,ICE CREAM,0,182266,233316,201484,183011,357282,235750,390156,138106,184951,173483,201915,100966,115945,229993,235862,232092,315981,374594,231316,165872,183729,125013,141101,97399,127698,154118,295208,256082,342528
958,Refreshments,ICE CREAM,0,37133,51305,25188,28512,57120,39932,45184,27640,42787,42792,31964,14857,14123,45506,44041,40397,58401,41211,31285,17115,37811,22851,6531,13716,14259,17114,21954,60299,31227
959,Refreshments,ICE CREAM,0,98208,126240,173250,212789,195851,172136,143230,129403,167001,101527,120434,66753,77409,135211,139208,136594,163842,133054,141415,100964,94634,86490,65358,55587,56171,55690,54691,45183,45155
960,Refreshments,ICE CREAM,0,44898,69697,71550,113098,95975,69250,65590,56314,73584,48292,57322,28819,27196,45042,55946,45357,56952,51964,45419,34990,30877,31071,17974,13531,14902,15312,19649,9843,10920
961,Refreshments,TEA,1,46328,23648,26232,44193,26090,48894,31109,5237,41546,42008,30653,34578,33365,33663,42487,42294,26922,28033,20772,37698,39910,33442,21283,32916,40073,38234,24531,22894,26792
962,Refreshments,TEA,0,51413,16128,14248,25802,16135,30633,11717,20539,20953,26179,25885,20000,28654,24502,25863,26148,15392,19022,10259,25058,24361,20272,22160,4843,34453,18894,14748,13493,15758
963,BPC,SKIN CLEANSING,0,86308,63345,109307,100221,76567,93106,109365,80029,89664,104319,127036,53836,84722,111371,83408,146907,133238,68857,100414,125771,77145,151109,60806,111989,92198,131493,79381,135573,98123
964,BPC,FACE,0,135167,208835,107684,202703,163517,112873,153032,172217,204097,130713,149296,226121,120637,190444,157899,172664,132417,114045,176533,137431,133696,171694,158263,109883,1280,315580,136037,128766,101880
965,BPC,FACE,0,56507,75302,56971,63777,52555,26802,54523,65656,74258,36412,53956,83227,49345,78183,51560,75260,64691,49903,36764,85817,49465,77199,54268,62101,52917,67150,71048,36298,57350
966,BPC,SKIN CLEANSING,0,123486,104720,107218,130133,117284,130988,143934,133786,118404,125963,117592,165716,83373,143633,83361,189885,141964,120927,128026,181159,113636,169039,77983,125203,84620,160346,89542,128460,99199
967,BPC,SKIN CLEANSING,0,172458,113075,140190,184798,141045,162924,168670,147308,160160,182431,91054,259428,87026,161291,109312,240594,158315,166785,130277,215098,165891,190490,114208,178136,182246,216047,152064,188566,190234
968,BPC,SKIN CLEANSING,0,38522,45765,38192,51199,57987,30817,29550,50075,39161,40324,19608,28045,22645,48599,41822,16603,34128,34499,8578,38627,27346,44034,4836,22435,34986,31546,23299,15577,28904
969,BPC,SKIN CLEANSING,0,55537,61619,51374,76560,87684,56176,51243,54625,37745,48350,35156,63233,40693,60772,48702,52450,59737,84366,31131,73455,35671,33662,32603,52764,64954,58053,34597,27635,65096
970,Refreshments,ICE CREAM,0,112568,89859,40424,49413,103541,75837,70922,25855,37282,24175,16325,19391,21364,29840,21190,23650,53577,33529,38843,13726,8346,12149,4897,18591,10707,10282,3528,52985,10
971,BPC,FACE,0,10,10,10,10,10,10,70040,19445,41957,23813,22099,34406,41242,41079,41765,44702,26565,31027,44312,26434,38133,57507,25563,31994,60386,62556,49364,44025,36221
972,Refreshments,TEA,1,460247,58,152411,241023,73755,146009,10,495195,44653,52165,10,2900,10,10,37076,558544,10,352330,128776,24448,508632,828,103362,7812,76644,6797,179319,259468,6701
973,FOODS,SIDES,0,10,74230,61884,25192,43178,37313,32037,22067,39454,180298,17203,12413,24823,24046,25681,19512,17658,10,44847,30605,28492,21252,17150,18834,12835,18730,16158,19890,18388
974,FOODS,SIDES,0,10,82336,43233,31365,41215,45950,34095,32938,42117,209114,28102,11285,35236,28944,23496,33550,23386,39230,28692,73673,39679,20053,33021,24724,24177,24587,26788,24793,28110
975,FOODS,CCA,0,41321,92012,55324,30963,19745,19854,33144,73906,59510,105976,132853,19673,29847,40844,32418,26339,24908,51036,46760,69149,84166,86843,100218,57544,34583,46011,37194,28848,30712
977,Refreshments,TEA,0,185708,209378,278912,216185,178411,171987,199153,280656,152502,332143,309482,435213,187947,112961,168275,188305,138131,132119,174208,244267,174117,249562,236263,199581,262655,214024,210696,194482,222598
978,BPC,HAIR CARE,0,35687,32164,39574,37117,41504,33220,26110,21059,33471,24980,33138,30906,943,10,65265,38055,10,36880,50036,40669,46145,24657,40564,39471,21865,48991,25211,31879,39566
979,BPC,HAIR CARE,0,17552,20656,24821,25421,20736,23926,19349,11883,22753,21146,18640,34817,10386,32149,23788,25554,10,10,4583,76387,23791,23050,30272,10169,6219,10547,40184,14848,15534
